DateTimeOfCall,HourlyNotionalCost,IncidentNotionalCost,AnimalGroupParent,PropertyCategory,SpecialServiceTypeCategory,SpecialServiceType,Area
20/07/2018 13:01,333,333,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Walkinstown
21/07/2018 13:16,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathmines
21/07/2018 13:39,333,333,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Milltown
21/07/2018 18:56,333,333,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Santry
22/07/2018 02:47,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Portobello
22/07/2018 09:06,333,333,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Terenure
22/07/2018 13:24,333,333,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Blackrock
23/07/2018 12:49,333,333,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Dalkey
24/07/2018 03:15,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathmines
24/07/2018 08:42,333,333,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Ballyfermot
24/07/2018 10:36,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
24/07/2018 12:25,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ranelagh
24/07/2018 15:25,333,1332,Bird,Outdoor,Animal rescue from water,Animal rescue from water - Bird,Terenure
24/07/2018 20:53,333,666,Bird,Non Residential,Animal rescue from water,Animal rescue from water - Bird,Blackrock
26/07/2018 11:52,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
26/07/2018 14:18,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Walkinstown
26/07/2018 15:26,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
26/07/2018 15:33,333,333,Bird,Non Residential,Other animal assistance,Assist trapped wild animal,Clontarf
26/07/2018 17:25,333,666,Bird,Outdoor,Other animal assistance,Animal harm involving wild animal,Templeogue
27/07/2018 22:29,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
28/07/2018 07:01,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
28/07/2018 10:28,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
28/07/2018 12:14,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Ballyfermot
28/07/2018 14:17,333,333,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Temple Bar
28/07/2018 16:07,333,NULL,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Belfield
28/07/2018 16:16,333,333,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Ballymun
28/07/2018 19:08,333,333,Unknown - Domestic Animal Or Pet,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Milltown
28/07/2018 20:10,333,333,Cat,Outdoor,Other animal assistance,Animal harm involving domestic animal,Perrystown
28/07/2018 21:40,333,333,Rabbit,Dwelling,Other animal assistance,Animal harm involving domestic animal,Perrystown
29/07/2018 17:08,333,333,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Leopardstown
29/07/2018 19:27,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
29/07/2018 23:22,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
30/07/2018 14:16,333,333,Cat,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,Blackrock
30/07/2018 16:51,333,333,Bird,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,SUTTON
30/07/2018 20:50,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Glasnevin
31/07/2018 14:39,333,999,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Ballymun
01/08/2018 01:34,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
01/08/2018 14:59,333,333,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Walkinstown
02/08/2018 09:19,333,333,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Temple Bar
02/08/2018 21:25,333,333,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Santry
03/08/2018 02:13,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Clonsilla
03/08/2018 10:35,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Ballyfermot
03/08/2018 11:35,333,666,Cat,Road Vehicle,Animal rescue from height,Animal rescue from height - Domestic pet,Portobello
03/08/2018 18:45,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Tallaght
04/08/2018 10:09,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
05/08/2018 15:05,333,333,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Tallaght
05/08/2018 18:14,333,333,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
05/08/2018 19:26,333,333,Cat,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Glasnevin
06/08/2018 10:37,333,333,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Stepaside
06/08/2018 13:57,333,333,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Belfield
06/08/2018 16:01,333,999,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Belfield
06/08/2018 19:33,333,333,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
06/08/2018 22:38,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
07/08/2018 16:54,333,333,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Ranelagh
08/08/2018 22:01,333,999,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Milltown
09/08/2018 02:05,333,333,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Templeogue
09/08/2018 13:30,333,333,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Ranelagh
11/08/2018 03:26,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Crumlin
11/08/2018 05:25,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dundrum
11/08/2018 10:55,333,1332,Horse,Non Residential,Other animal assistance,Animal assistance - Lift heavy livestock animal,Clonsilla
13/08/2018 00:34,333,333,Cat,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,Drumcondra
13/08/2018 02:34,333,333,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Ballymun
13/08/2018 09:39,333,333,Fox,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Dundrum
13/08/2018 10:27,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Ranelagh
13/08/2018 11:06,333,666,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Temple Bar
13/08/2018 12:10,333,333,Fox,Non Residential,Other animal assistance,Assist trapped wild animal,Clontarf
13/08/2018 19:33,333,333,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Perrystown
13/08/2018 21:34,333,333,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Portobello
13/08/2018 22:13,333,333,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clontarf
14/08/2018 09:25,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Blackrock
14/08/2018 11:18,333,999,Horse,Non Residential,Other animal assistance,Animal assistance - Lift heavy livestock animal,Clonsilla
14/08/2018 14:09,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
16/08/2018 07:54,333,333,Deer,Outdoor,Other animal assistance,Assist trapped wild animal,Temple Bar
16/08/2018 19:55,333,333,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Dalkey
17/08/2018 09:11,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballyfermot
17/08/2018 17:40,333,333,Squirrel,Outdoor Structure,Animal rescue from height,Wild animal rescue from height,Clontarf
18/08/2018 01:06,333,333,Unknown - Wild Animal,Dwelling,Other animal assistance,Assist trapped wild animal,Rathmines
18/08/2018 18:35,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
18/08/2018 22:39,333,333,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Templeogue
19/08/2018 17:25,333,999,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Smithfield
20/08/2018 00:37,333,666,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Leopardstown
21/08/2018 12:30,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dalkey
21/08/2018 15:28,333,333,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Santry
21/08/2018 19:30,333,333,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Terenure
22/08/2018 14:08,333,333,Dog,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Santry
22/08/2018 19:08,333,333,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Killester
22/08/2018 21:26,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Smithfield
23/08/2018 01:24,333,666,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Smithfield
24/08/2018 13:51,333,333,Cat,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,SUTTON
25/08/2018 11:13,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
25/08/2018 12:19,333,666,Fox,Dwelling,Animal rescue from height,Wild animal rescue from height,Rathfarnham
25/08/2018 22:15,333,333,Dog,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Smithfield
27/08/2018 14:39,333,1332,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
28/08/2018 09:32,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
28/08/2018 21:56,333,333,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Glasnevin
29/08/2018 16:19,333,333,Bird,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Leopardstown
30/08/2018 22:02,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Templeogue
31/08/2018 12:11,333,333,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Crumlin
31/08/2018 23:18,333,333,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Walkinstown
01/09/2018 17:17,333,333,Dog,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Smithfield
01/09/2018 20:10,333,333,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Rathmines
02/09/2018 15:43,333,333,Dog,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Terenure
02/09/2018 17:16,333,1665,Horse,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Farm animal,Cabra
02/09/2018 18:13,333,333,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Blackrock
02/09/2018 19:37,333,333,Cat,Outdoor,Other animal assistance,Assist trapped domestic animal,Santry
02/09/2018 23:35,333,333,Bird,Dwelling,Other animal assistance,Assist trapped domestic animal,Drumcondra
03/09/2018 02:47,333,999,Unknown - Heavy Livestock Animal,Outdoor,Other animal assistance,Animal harm involving livestock,SUTTON
03/09/2018 21:36,333,333,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Walkinstown
05/09/2018 13:41,333,1665,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Cabra
05/09/2018 14:53,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Leopardstown
05/09/2018 17:55,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Killester
05/09/2018 22:21,333,333,Snake,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,Donnybrook
06/09/2018 16:01,333,333,Fox,Dwelling,Other animal assistance,Assist trapped wild animal,Dalkey
06/09/2018 23:55,333,333,Cat,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Tallaght
07/09/2018 07:56,333,666,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Smithfield
08/09/2018 08:12,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
08/09/2018 14:05,333,333,Unknown - Wild Animal,Dwelling,Other animal assistance,Assist trapped wild animal,Killester
08/09/2018 16:07,333,666,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Killester
08/09/2018 19:31,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Temple Bar
09/09/2018 17:47,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
10/09/2018 22:05,333,333,Cat,Outdoor,Other animal assistance,Assist trapped domestic animal,Terenure
11/09/2018 12:12,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Harolds Cross
11/09/2018 19:09,333,333,Bird,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Dundrum
12/09/2018 09:07,333,999,Horse,Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,Cabra
13/09/2018 12:38,333,333,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Killester
14/09/2018 21:23,333,333,Cat,Non Residential,Other animal assistance,Assist trapped domestic animal,Dundrum
16/09/2018 10:40,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
16/09/2018 14:55,333,333,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Milltown
17/09/2018 17:47,333,333,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Ballyfermot
18/09/2018 00:32,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Ballyfermot
18/09/2018 18:45,333,666,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Walkinstown
19/09/2018 09:51,333,333,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Drumcondra
19/09/2018 09:56,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dun laoighre
19/09/2018 12:48,333,333,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
19/09/2018 13:00,333,333,Cat,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,Perrystown
19/09/2018 21:55,333,333,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dundrum
20/09/2018 15:28,333,333,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Smithfield
20/09/2018 18:57,333,333,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Donnybrook
21/09/2018 13:29,333,333,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Leopardstown
21/09/2018 20:57,333,333,Cat,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Rathmines
22/09/2018 09:51,333,333,Cat,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,SUTTON
24/09/2018 10:25,333,666,Cat,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,Clontarf
